title,author,預購專案,群眾募資,音樂,攝影,出版,時尚,設計,表演,藝術,科技,教育,遊戲,飲食,空間,社會,插畫漫畫,電影動畫,地方創生,挺好店,新春賀喜,money,time_left,image,video,sponsor_num,target,duration,comment_num,QA_num,website,yt,fb,ig,set_num,set_price
MOLLIFIX瑪莉菲絲 ☾水陸兩用 山海衣☽ 從城市漫步到潛海越岳，全域挑戰不受限！美型 × 機能一件滿足！,Mollifix 瑪莉菲絲,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347920,success,61,5,64,100000,14340,2,11.0,0,0,1,0,12,"[7380, 3180, 3880, 2080, 2280, 1380, 2980, 9080, 11080, 13680, 16680, 7380]"
CrossHelmet X1-NKD｜可擴充式智能頭盔,"CrossWares Co., Ltd.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,435074,success,57,8,28,300000,14340,3,21.0,0,0,0,0,11,"[10999, 16999, 11999, 17499, 4199, 27999, 8299, 33999, 2999, 3199, 2099]"
【雅美蝶｜放鬆健身器材】我與我的健身放鬆好閨蜜,takue,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103270,success,33,1,75,50000,14340,0,6.0,1,0,1,1,7,"[688, 788, 1350, 1350, 688, 788, 1350]"
健康按摩氣囊枕頭｜分區減壓的貼心，最懂你的睡眠｜顛覆記憶枕，這會是你躺過最舒適的枕頭,JFT 科技減壓氣囊,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22120,success,13,1,8,20000,14340,0,,1,0,1,0,4,"[1580, 1980, 2200, 3160]"
千渡蜜 - 靈犀二代 吸吮+震動+拍打 多功能按摩棒,凱成國際有限公司,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159580,success,28,1,46,20000,14340,1,,0,0,0,0,11,"[2480, 1680, 1680, 1680, 1480, 999, 880, 880, 680, 380, 380]"
Amaryllo iBabi Smart 智慧寶寶攝影機，完整紀載寶寶一整年的成長過程, Amaryllo Inc. 愛瑪麗歐股份有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26995,success,54,1,5,10000,14340,3,,1,1,1,1,3,"[3999, 4999, 5999]"
Terncy 台灣小燕科技｜Apple HomeKit知更智慧開關｜智慧宅改造 全家智能第一步,Terncy Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,672405,success,33,2,196,100000,14340,0,21.0,1,1,1,1,6,"[1299, 3599, 7999, 1099, 1199, 1299]"
【BLUEFEEL 渦輪頸掛式風扇】韓國最美風扇品牌，最消暑的隨行涼方！,BLUEFEEL Taiwan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76280,success,40,1,51,10000,14340,1,,1,0,0,0,10,"[780, 1280, 4680, 1200, 3680, 1540, 2280, 3000, 7200, 880]"
Urban Belt 磁扣式彈力腰帶 | 一秒快速穿脫，捨不得解開的彈性舒適,Xpand Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2046081,success,42,2,1394,100000,14340,51,6.0,0,0,0,0,8,"[1690, 990, 2490, 4480, 1890, 4090, 1490, 890]"
SCOSCHE TerraClamp™ 系列 | 全金屬磁吸手機架，給您最安心的騎乘感受！ ,COMART,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30220,success,22,8,18,10000,14340,0,,0,0,0,0,5,"[1280, 2500, 1400, 2680, 7680]"
天白菇坊。有機食尚好菇｜生活美學中的在地好味道,天白菇坊,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50042,success,41,1,23,50000,14340,0,,0,0,1,0,8,"[540, 590, 660, 1030, 1100, 1220, 4802, 5610]"
【昌兒程式積木360合1 高級教育套裝】AI時代必學的知識，提升STEAM競爭力！,昌兒,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4587093,success,38,3,1020,300000,14340,28,7.0,1,0,1,0,8,"[3900, 7660, 3280, 680, 6300, 14950, 3880, 3860]"
Wowstick Drill 職人電鑽筆 | 優雅打洞、俐落鑽孔，8 in 1 一筆搞定！,Wowstick Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3309526,success,51,1,2608,100000,14340,73,4.0,0,0,1,0,15,"[1290, 2390, 4380, 150, 1990, 1590, 1490, 1290, 2390, 4380, 150, 1990, 1590, 1490, 1190]"
Puzzle up 木質拼圖 | 讓木質調昇華拼圖的療癒 一幅你親手完成的藝術品,Puzzle up 木質拼圖,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4831322,success,54,1,1667,100000,14340,92,6.0,0,0,1,0,13,"[1299, 1899, 1299, 1899, 2499, 5099, 3447, 5247, 7047, 11990, 1199, 1799, 2399]"
法國 Bob 小寶洗碗機｜世界最輕巧 x 最快洗淨的免安裝洗碗機！,綠恩家enegreen,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10628128,success,61,3,646,100000,14340,105,11.0,0,0,0,0,5,"[18888, 2300, 20999, 17999, 14999]"
大輪胎才是真好騎 - Segway Ninebot 電動滑板車 F20A,Segway-Ninebot-台灣總代理,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,603600,success,22,2,45,88888,14340,3,,1,1,1,1,3,"[14280, 12980, 14280]"
GaN超快速口袋充電器｜65W三孔輸出，不管在家或在外充電沒煩惱！,Power Aegis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55550,success,18,1,34,30000,14340,2,,0,0,1,0,5,"[990, 1940, 2850, 4600, 8900]"
【 OISLE｜磁吸式行動電源】挑戰地表最強磁力，任何型號都適用！,MagneticLabTW,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2380170,success,67,4,1120,200000,14340,61,4.0,0,0,0,0,37,"[1590, 3080, 4620, 5960, 12640, 63500, 1790, 3480, 6760, 1530, 1580, 1580, 1580, 1580, 1580, 1580, 1590, 1590, 1590, 1590, 1590, 1590, 1590, 1590, 1590, 2960, 3060, 3060, 3060, 3080, 3080, 3080, 5720, 5920, 1680, 3260, 6320]"
《Lexio Original》一款獨具匠心的韓式麻將｜韓國設計,Amodas,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74765,success,11,1,49,10000,14340,1,5.0,0,0,1,1,3,"[1375, 2520, 1175]"
WASHBO 一瞬除菌UV洗衣球｜「洗衣＋手持」兩用紫外線UV殺菌，除菌消毒 x 除臭 x 除蟎，除菌率99.9%，守護家人健康！,ZEBOT,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1559130,success,50,2,484,100000,14340,9,24.0,1,1,1,0,8,"[1959, 1999, 3898, 5817, 18990, 36980, 1949, 3878]"
隨時隨地罩顧你 - B52彩紅幼兒一次性隔離衣,B52 Baby,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26050,success,15,1,17,10000,14340,0,2.0,0,0,1,1,4,"[900, 900, 1750, 4000]"
【手作芒果冰糖果粒果醬】重視用料的天然度與品質，慢火熬煮。找出果醬另種新的面貌,Buwujamya布屋卷夜,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16744,success,14,0,29,5000,14340,1,,0,0,0,0,6,"[499, 960, 1399, 2299, 420, 399]"
【CoCoKara 活泉保濕養膚水】 夏日肌膚改造計畫，冷氣房裡也能持續72hr保濕，93%成分取自自然。,Min,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51017,success,21,0,13,50000,14340,1,10.0,0,0,0,0,5,"[1480, 1580, 1680, 3980, 9999]"
ZUGU CASE 2021最新機種iPad超薄防震保護殼 l 軍規防摔、多段式角度、超薄散熱三合一最強進化！,ZUGU X 居生活,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,744430,success,56,3,338,100000,14340,32,2.0,0,0,0,0,24,"[2145, 3955, 2451, 2055, 2055, 1789, 4757, 3955, 5610, 7136, 5610, 2540, 2145, 2145, 2540, 2228, 1869, 1869, 1869, 1869, 1869, 2228, 2451, 2055]"
塵灌吸 手持吸塵打氣機 迷你無線吸塵器+打氣機 車用家用兩不誤 吸塵打氣二合一,goshop,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1073401,success,40,1,555,100000,14340,21,9.0,1,1,1,1,11,"[1480, 2680, 2780, 1580, 2980, 6900, 13500, 25900, 199, 299, 1380]"
德國FUN FACTORY《寶貝魔戒 第二代》男性科技振動套環｜2021史上第一個最強男女同步高潮神器！幫你的30公分加外掛！,德國FUN FACTORY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,734980,success,54,3,310,10000,14340,3,7.0,1,1,1,1,6,"[1880, 3860, 3660, 8480, 1880, 1880]"
KURUNT | 創意捲捲收納袋。 一指按壓，捲起你的工作與生活,kurunt.tw,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,332324,success,52,1,273,50000,14340,2,10.0,0,0,1,0,6,"[690, 1300, 2550, 4860, 7050, 650]"
Jac'n Bag 3合1 變形夾克｜外套也得斜槓生存，外出成包，入室成袍，旅行收納翻轉就行,inco,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234980,success,60,1,140,50000,14340,7,5.0,1,1,1,1,4,"[1380, 1480, 2760, 7680]"
【陽光宣言｜用科技紀錄冠軍茶的生產履歷】 優質茶配優雅茶具，宮廷翻轉壺直接送❤,陽光宣言,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,317945,success,50,1,98,16888,14340,0,11.0,1,1,1,1,5,"[699, 1360, 2480, 3250, 3560]"
彰化溪州『鮮烘陽光芭樂乾』，採用草生栽培芭樂，鮮烘即送的美味，香Q健康無負擔！【尋農高手】,尋農高手,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35740,success,21,3,24,3000,14340,1,,1,1,1,1,4,"[260, 680, 1080, 2000]"
【 撐腰｜可塑形護腰帶 】輕巧透氣全面支撐，人體工學護腰帶，腰痛out！,華盈醫學科技股份有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61470,success,20,4,24,30000,14340,1,9.0,1,0,1,1,3,"[2180, 2280, 3960]"
Mezmotoys 歐洲超夯的療癒小物，超過 6 萬人擁有｜紓壓、招財、轉運，上班上課必備！,Mezmotoys,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450778,success,46,1,379,100000,14340,3,8.0,0,0,1,0,10,"[1899, 690, 1990, 2490, 3590, 890, 620, 190, 290, 1890]"
【Minimo口袋自動摺疊傘｜史上最小自動傘】防曬UPF50+、單手操作、即開即用，重量僅260g，帶傘出門，你只需要一個口袋！,三隻斑馬 3ZeBra,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1398785,success,34,1,1113,50000,14340,23,9.0,0,0,1,0,8,"[1340, 699, 2560, 4960, 6100, 11980, 1299, 2560]"
藍濃道具屋｜日暈筆｜穿梭雲霧間的正統滴入式鋼筆,藍濃道具屋,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,446490,success,46,0,187,100000,14340,0,5.0,0,0,1,1,9,"[380, 85, 5760, 2040, 2770, 2770, 1460, 2800, 1920]"
單螢幕四向屏風支架組｜支撐你的 360 度全方位生活,aka-ilife,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,397072,success,49,1,184,50000,14340,0,,1,1,1,1,10,"[1890, 1590, 3580, 2990, 680, 980, 1280, 1280, 1990, 1650]"
Aspasia x林利霏 高效保養「草本植萃煥膚奇肌護理水」讓你的肌膚就是完美底妝。,璽舍國際有限公司,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222219,success,24,1,65,200000,14340,0,16.0,0,0,1,1,6,"[899, 1762, 2589, 3380, 4183, 4832]"
原來消失，才是真正的存在。《天橋上的魔術師》終劇記憶，感動收藏,《天橋上的魔術師》典藏計畫,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1003166,success,29,2,527,10000,14340,3,12.0,0,0,1,0,4,"[1350, 1992, 4800, 7560]"
一支隨時陪伴著你的筆【口袋型金屬永恆鋼珠筆】三合一功能 | 原子筆X鉛筆X永恆筆 | 筆身刻字服務 |加贈永恆石頭紙筆記本。,AceDesign,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110580,success,23,1,62,100000,14340,1,7.0,0,0,0,0,3,"[1980, 1180, 1180]"
疾風快取卡包。讓你可以輕鬆攜帶，自由地穿梭在城市每個角落,Trove.tw,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,324332,success,53,2,153,50000,14340,2,10.0,0,0,1,0,5,"[1799, 1890, 3590, 8490, 15990]"
三八弟桌遊｜The A+BC Card Games【學英文的新方法】邊玩邊背單字　多種遊戲讓小朋友開心學習,三八弟桌遊,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11750,success,21,1,10,5000,14340,0,,0,0,1,0,5,"[250, 450, 500, 800, 1000]"
業界 CP 值 No.1 | SPECTRUM 迷你口袋按摩槍：迷你護手、低噪極靜、深入按摩、高續航！,POLARYAK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,844786,success,48,4,316,100000,14340,16,11.0,1,0,1,1,14,"[259, 2500, 4600, 2650, 2750, 22000, 259, 2100, 2300, 2500, 4000, 4200, 4400, 18000]"
【Bebird N3 Pro】二合一挖耳監控棒+鑷子夾｜千萬級清晰畫素！清潔耳朵、夾取耳垢，一支就搞定！,Bebird,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7680850,success,70,3,2960,100000,14340,98,4.0,0,0,0,0,12,"[2250, 4180, 9550, 18500, 2250, 4180, 9550, 18500, 1950, 2050, 2150, 3880]"
夢多 NO EXCUSE 防水防盜衝鋒包｜輕鬆玩 俐落帥,桃子良品,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332433,success,37,4,645,168888,14340,6,2.0,1,0,1,0,13,"[2999, 2279, 2580, 299, 399, 290, 3790, 9450, 18800, 2660, 1880, 1980, 2080]"
瑞典戶外領導品牌DOMETIC首次推出｜不鏽鋼保溫瓶｜百年控溫專家，保留每個需要溫度的時刻,大悲國際,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195210,success,56,2,136,100000,14340,2,2.0,1,0,1,0,7,"[790, 990, 1680, 2220, 2820, 14670, 22200]"
『毛孩泥腳印』DIY腳印組！重複壓印、不怕失敗，五分鐘留下美好回憶～,PawFurst,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145010,success,15,1,88,100000,14340,1,1.0,1,0,1,0,5,"[1100, 780, 1980, 2980, 69]"
Seasun喜曬｜日曬界的特斯拉｜當自己皮膚的調色大師，讓皮膚被點亮一盞燈,朱家瑤,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71945,success,51,1,36,50000,14340,0,6.0,1,1,1,1,5,"[1960, 1125, 2100, 3000, 3000]"
JIEJING 捷徑包 2.0｜防潑水＋東西各有其位＝最便捷外出的都會包包,Something Loves,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34360,success,38,1,20,30000,14340,0,6.0,0,1,1,1,6,"[1580, 2960, 1880, 3560, 15800, 29600]"
【美國 ZipBag | 環保美型矽膠密封袋】矽密袋2.0版 | 環保廚房．美型質感．好用到底 !,Cross Continental ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,268612,success,64,3,150,60000,14340,0,,0,0,1,0,14,"[1742, 1815, 390, 499, 668, 964, 1285, 3590, 5720, 560, 960, 1440, 1646, 1696]"
▌Dumdum 達姆 夾吸 + 震動叫床電動飛機杯,Venus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196473,success,36,1,139,50000,14340,2,10.0,1,0,1,1,12,"[1280, 1280, 1280, 1280, 299, 499, 1580, 1780, 2580, 1530, 1530, 1530]"
【有話植說】療癒卡｜將帶領心如雨後彩虹，使不安投入忘川，化喜樂根植人心,祈癒 CHEAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938641,success,48,2,237,100000,14340,1,14.0,1,1,1,1,16,"[2886, 180, 7288, 13260, 25520, 35440, 68820, 2886, 13260, 25520, 46800, 2296, 1800, 46800, 2552, 6882]"
fles 寶特瓶瑜珈褲 | 莫蘭迪配色，專屬台灣女孩的版型，舒適、質感、愛地球 ！,fles ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194490,success,44,2,39,50000,14340,0,1.0,0,0,1,1,12,"[1900, 1450, 2930, 3310, 2840, 3640, 3240, 3660, 4160, 5330, 6170, 6970]"
Corrente芳香機 | 法國進口有機天然精油 | 最佳小空間香氛 | 跟著阿卡貝拉一起打造質感生活,Corrente,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,295475,success,40,2,245,80000,14340,12,5.0,0,0,1,0,13,"[890, 1080, 3500, 1580, 1480, 300, 7580, 4380, 780, 680, 2880, 790, 990]"
夢陶工作室 | 全球獨家3D陶瓷列印技術-馬卡龍陶瓷雙層杯，優雅喝茶不再燙手！,夢陶工作室,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50100,success,19,4,20,50000,14340,0,,0,0,0,0,5,"[160, 350, 700, 1400, 2600]"
自然釉　咖啡濾杯｜用自然的釉色變化，讓咖啡沖煮更貼近自然,自然．釉,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110100,success,22,1,55,100000,14340,0,16.0,0,1,1,0,6,"[1300, 3500, 6000, 1100, 3000, 5400]"
【DEARNINE 自然光澤護髮霜 】懶人護髮救星日常保養不再是難事！,3ONION 三蔥國際,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85064,success,39,13,77,50000,14340,0,1.0,0,0,0,0,6,"[798, 1520, 798, 1520, 2155, 3390]"
Cup AA-H・最美的高強度專業運動內衣｜57種尺寸・解決運動女孩找不到合適尺寸的問題,Anita Active Taiwan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382950,success,46,1,113,30000,14340,1,4.0,1,0,1,1,6,"[1590, 1590, 1690, 3180, 8700, 2980]"
【限量供應】南投集集『頂級夜燈紅龍果』，全程使用有機肥，套袋精緻栽培，在地用心好農！【尋農高手】,尋農高手,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19020,success,22,3,11,3000,14340,0,,1,1,1,1,2,"[760, 1440]"
【Funsky 攜帶式迷你天球儀】外出觀星掌握全宇宙。夜間發光東方星宿伴入眠。,Funsky 天文星空教育推廣 林彥光,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218320,success,33,1,72,100000,14340,0,3.0,1,0,1,0,12,"[9800, 12500, 12500, 12500, 12500, 12500, 12500, 2520, 7140, 11200, 18000, 2400]"
【本土包葉檳榔飾品｜檳能】,檳能,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47339,success,31,4,44,45000,14340,0,9.0,1,0,1,1,8,"[1475, 795, 980, 495, 795, 2021, 955, 2021]"
2021可愛小章魚魔幻進化版 |美人魚與他的守護獸 | SeaCune小海君 |,r-Xing CAOELSA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166600,success,39,1,146,100000,14340,1,11.0,0,0,0,0,7,"[890, 1680, 4980, 24000, 1390, 1790, 2870]"
Colapz 7in1 萬用餐具組｜超輕量 X 高機能 - 1 支餐具，7 種變化！,Colapz Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,661314,success,50,1,496,100000,14340,2,4.0,0,0,0,0,6,"[1400, 750, 3400, 13000, 850, 699]"
【泰朝勝CHAOSENG 】 泰國天然乳膠枕 花生形狀及獨特凸點設計 成就睡眠 擁有完美舒適度 獲得前所未有的睡眠享受,泰朝勝貿易有限公司,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53400,success,21,3,21,50000,14340,0,15.0,0,1,1,0,6,"[1600, 1700, 3300, 6400, 15000, 1600]"
全球已超過 2 萬人支持！Whipr 多合一居家健身套組｜1/3 的空間需求，10 種以上健身動作,Whipr,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1524600,success,69,9,92,300000,14340,10,15.0,0,0,1,0,15,"[19990, 17900, 8900, 15900, 14900, 13900, 1490, 600, 18900, 16900, 15900, 14900, 9900, 17900, 19990]"
Tomorrow Myth 明日神話動物別針｜別讓今日瀕危的美麗生命，成為下一代課本中的神話故事,llab TW,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,921141,success,46,1,578,100000,14340,3,3.0,0,0,1,0,5,"[679, 1250, 3450, 750, 1350]"
『山山枕 ｜ 枕救好眠』三段式設計，專利枕芯內餡，好眠體驗再升級☺ 一夜分手肩頸痠痛！,EASY LIFE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5780105,success,57,2,2690,100000,14340,44,9.0,1,0,1,1,17,"[1880, 1880, 3360, 9480, 14800, 2380, 2980, 1830, 1880, 1780, 1680, 3360, 9480, 14800, 1680, 1580, 1480]"
小七泡泡兒童電動牙刷｜讓小恐龍陪伴孩子『 刷 』出新樂趣🦷,小七泡泡,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207943,success,28,1,206,100000,14340,0,8.0,0,0,1,0,7,"[890, 1900, 960, 990, 4350, 149, 1740]"
【 V Watch｜簡單卻不平凡的智慧手錶】,【 V Watch｜簡單卻不平凡的智慧手錶】,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1843280,success,63,1,1590,100000,14340,88,9.0,1,0,1,0,9,"[1480, 350, 490, 350, 490, 500, 2900, 1380, 1280]"
【許藍方XPlay&Joy】噴噴小藍｜私密處多功能噴粉,可樂研究社,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520387,success,34,1,332,100000,14340,0,1.0,0,1,1,0,6,"[599, 1099, 1999, 4599, 8599, 19999]"
WIde Lock No.3 腳踏車指紋鎖，解決腳踏車通勤族的小麻煩，讓開鎖不再繁瑣,廣字號Widelife,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228760,success,19,3,112,200000,14340,4,6.0,1,1,1,1,5,"[988, 1876, 3552, 7542, 948]"
飛天潤 FLYRZ 強力扣動+強力雙震動前列腺按摩棒,SOK TOYS,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,261640,success,23,2,153,180000,14340,0,11.0,0,0,0,0,6,"[1590, 1890, 1990, 2290, 3390, 11088]"
Napa智能羽球拍｜地表最強訓練夥伴｜5種功能增加訓練趣味,NAPA 智能球拍,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,236470,success,34,4,148,40000,14340,0,3.0,1,0,1,0,8,"[2580, 2880, 3180, 200, 200, 200, 2180, 1980]"
《 丹麥BAKOBA 可丟洗衣機清洗的教育積木》最新第二代｜歐洲超過 500 間學校採用，提高孩子對數理、科學的興趣！,玩具腦,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1308450,success,80,11,360,100000,14340,1,8.0,1,0,1,1,28,"[4099, 1399, 2180, 2699, 2999, 1499, 999, 999, 19590, 24490, 999, 999, 1299, 1299, 1980, 2499, 1980, 2499, 2799, 2799, 1499, 47980, 53980, 75980, 3899, 3899, 3899, 4099]"
"ILIFE A10s 最全面的雷射掃拖兩用機器人｜你的第一台 ""萬元未滿"" 頂規掃地機皇！",theAxiom 安德家品,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16380171,success,76,3,1354,100000,14340,53,3.0,1,0,1,0,11,"[9680, 9880, 27888, 45750, 89999, 9680, 9680, 9880, 27888, 89999, 9480]"
【限量供應】台南玉井『網室栽培牛奶蜜棗』，以牛奶、黃豆渣、黑糖、甘蔗渣灌溉，精緻栽種用心台灣在地好農！【尋農高手】,尋農高手,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25180,success,15,5,37,3000,14340,0,,1,1,1,1,1,[680]
瞬熱式開水機｜帶著走的口袋家電, Kaibis｜凱碧思,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089643,success,43,2,452,550000,14340,6,,0,0,1,0,7,"[2888, 2340, 5300, 14700, 250, 370, 1999]"
【新年祝幅♥ 雀『悅』春聯/明信片】將生活中的小「雀」幸分享給重要的人吧！,本幸,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3542,success,24,1,11,3000,14340,0,2.0,1,1,1,1,11,"[259, 187, 180, 195, 432, 390, 600, 650, 925, 1665, 333]"
iCAKE 智能IC快速充電器 45W --支持台灣(MIT)綠能充電小農(Dr. Flyback IC),晴霖國際股份有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,407520,success,35,1,245,100000,14340,2,4.0,0,0,0,0,16,"[1429, 1429, 5099, 1099, 1099, 1099, 1099, 1099, 1299, 1299, 1429, 9990, 429, 299, 299, 229]"
RA黑種草胺基酸洗面乳｜萃取頂級黑種草籽油。溫和、舒適、全方位，為你深層調理清潔臉蛋！,孵化Bar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101480,success,46,3,35,100000,14340,0,11.0,1,1,1,1,5,"[590, 590, 1680, 3180, 5150]"
最強武俠桌遊《霹靂：入陣武林》,霹靂：入陣武林,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6499223,success,25,3,2699,10000,14340,83,8.0,0,0,1,0,8,"[950, 4630, 2480, 3680, 4560, 1200, 2999, 5600]"
FILLIT POCKET 3C 收納袋｜黏到哪裝到哪，筆電平板專屬的口袋包,aka-ilife,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89358,success,45,1,79,30000,14340,1,,1,1,1,1,7,"[690, 1290, 2990, 5450, 720, 949, 1499]"
【限量供應】南投集集『山地栽培特級大椪柑』，日夜溫差大多汁清甜，全程使用有機肥種植、不使用除草劑，友善栽種減量用藥。【尋農高手】,尋農高手,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9990,success,16,5,17,3000,14340,0,,1,1,1,1,3,"[480, 620, 50]"
《救贖之路Requiescat》｜台灣獨立團隊與巴塞隆納作曲家 碰撞後的藝術結晶,Luke,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158789,success,36,5,117,10000,14340,0,10.0,1,1,1,1,8,"[100, 279, 449, 1688, 4300, 16888, 30000, 100000]"
LED隨手燈｜做你掌心的燈光,MASA Home 瑪莎家居,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32392,success,30,1,34,10000,14340,1,8.0,1,0,1,0,4,"[888, 2388, 3288, 488]"
